brand,model_number,model_name,alternatives,inches,width,height,panel,on_w,sleep_w,off_w,max_nits,hdr,certified
DELL,E2225HMt,E2225HM,,21.5,1920,1080,VA LCD,10.14,0.3,0.11,250,,2024-10-23
DELL,E2225HSf,E2225HS,,21.5,1920,1080,VA LCD,11.36,0.13,0.1,250,,2024-04-16
DELL,E2225HSMf,E2225HSM,,21.5,1920,1080,VA LCD,11.54,0.3,0.3,250,,2024-11-18
DELL,E2225Ht,E2225H,,21.5,1920,1080,VA LCD,10.94,0.17,0.15,250,,2024-02-28
DELL,E2226Hf,E2226H,,21.5,1920,1080,IPS LCD,11.15,0.3,0.3,300,,2026-03-12
DELL,E2226HSf,E2226HS,,21.5,1920,1080,IPS LCD,11.15,0.3,0.3,300,,2026-03-12
DELL,E2226Ht,E2226H,,21.5,1920,1080,IPS LCD,9.81,0.12,0.11,300,,2026-02-12
DELL,E2318HNf,E2318HX,E2318HR,23,1920,1080,IPS LCD,11.99,0.12,0.11,250,,2019-09-12
DELL,E2420Hf,E2420H,,23.8,1920,1080,IPS LCD,11.64,0.11,0.1,250,,2019-10-11
DELL,E2423Hf,E2423H,,23.8,1920,1080,VA LCD,12.96,0.19,0.14,250,,2022-01-20
DELL,E2423HNf,E2423HN,,23.8,1920,1080,VA LCD,12.47,0.18,0.15,250,,2022-01-20
DELL,E2425Hf,E2425H,,23.8,1920,1080,VA LCD,13.38,0.19,0.17,250,,2024-04-16
DELL,E2425HMf,E2425HM,,23.8,1920,1080,IPS LCD,12.1,0.3,0.3,250,,2024-11-18
DELL,E2425HMt,E2425HM,,23.8,1920,1080,IPS LCD,11,0.16,0.14,250,,2024-10-23
DELL,E2425HSf,E2425HS,,23.8,1920,1080,VA LCD,12.57,0.19,0.17,250,,2024-04-16
DELL,E2425HSMf,E2425HSM,,23.8,1920,1080,IPS LCD,11.94,0.3,0.3,250,,2024-11-18
DELL,E2425Ht,E2425H,,23.8,1920,1080,VA LCD,10.55,0.17,0.15,250,,2024-02-29
DELL,E2426H,E2426Ho,,23.8,1920,1080,IPS LCD,13.58,0.19,0.16,300,,2026-03-11
DELL,E2426HBt,E2426HB,,23.8,1920,1080,IPS LCD,12.61,0.28,0.15,300,,2025-11-26
DELL,E2426Hf,E2426H,,23.8,1920,1080,IPS LCD,12.66,0.3,0.3,300,,2026-03-12
DELL,E2426HSf,E2426HS,,23.8,1920,1080,IPS LCD,12.66,0.3,0.3,300,,2026-03-12
DELL,E2725HMc,E2725HM,,27,1920,1080,IPS LCD,14.71,0.27,0.19,300,,2024-11-05
DELL,E2726DSt,E2726DS,,27,2560,1440,IPS LCD,16.63,0.14,0.11,300,,2025-09-03
DELL,E2726HSMt,E2726HSM,,27,1920,1080,IPS LCD,10.8,0.16,0.14,300,,2026-03-03
DELL,E2726HSt,E2726HS,,27,1920,1080,IPS LCD,11.21,0.16,0.14,300,,2025-09-03
DELL,E2726Ht,E2726H,,27,1920,1080,IPS LCD,10.72,0.18,0.15,300,,2026-02-12
DELL,P1424Hf,P1424H,,14,1920,1080,IPS LCD,4.1,0.3,0.22,300,,2021-06-07
DELL,P1425f,P1425,,14,1920,1200,IPS LCD,5.24,0.3,0.3,400,,2024-10-16
DELL,P1917Sc,P1917S,,19,1280,1024,TFT LCD,10.65,0.14,0.12,250,,2019-09-17
DELL,P2222Ht,P2222H,,21.5,1920,1080,IPS LCD,10.6,0.16,0.18,250,,2021-02-02
DELL,P2225Hb,P2225H,,21.5,1920,1080,IPS LCD,9.9,0.1,0.1,250,,2023-11-07
DELL,P2225Hf,P2225H,,21.5,1920,1080,TN LCD,10.07,0.3,0.2,250,,2024-03-11
DELL,P2226H,P2226Ho,,21.5,1920,1080,IPS LCD,10.29,0.18,0.11,300,,2026-05-14
DELL,P2226Hb,P2226H,,21.5,1920,1080,IPS LCD,9.8,0.1,0.1,300,,2025-10-22
DELL,P2424HEBt,P2424HEB,,23.8,1920,1080,IPS LCD,15.26,0.58,0.2,250,,2022-10-11
DELL,P2424HTc,P2424HT,,23.8,1920,1080,TFT LCD,17.63,0.77,0.29,300,,2023-01-17
DELL,P2425b,P2425,,24.1,1920,1200,IPS LCD,12.1,0.1,0.1,300,,2025-03-27
DELL,P2425Dc,P2425D,,23.8,2560,1440,IPS LCD,15.79,0.2,0.11,350,,2024-09-02
DELL,P2425DEc,P2425DE,,23.8,2560,1440,IPS LCD,17.41,0.5,0.23,350,,2024-09-04
DELL,P2425Eb,P2425E,,24.1,1920,1200,IPS LCD,15.1,0.5,0.2,300,,2023-11-07
DELL,P2425Hb,P2425H,,23.8,1920,1080,IPS LCD,10.6,0.1,0.1,250,,2023-11-06
DELL,P2425Hc,P2425H,,23.8,1920,1080,IPS LCD,11.47,0.3,0.25,250,,2023-11-07
DELL,P2425HEb,P2425HE,,23.8,1920,1080,IPS LCD,13,0.5,0.1,250,,2023-10-25
DELL,P2425HEc,P2425HE,,23.8,1920,1080,IPS LCD,15.13,0.46,0.22,250,,2023-11-07
DELL,P2425HEt,P2425HE,,23.8,1920,1080,IPS LCD,12.78,0.45,0.16,250,,2025-03-11
DELL,P2425Ht,P2425H,,23.8,1920,1080,IPS LCD,10.43,0.22,0.14,250,,2025-03-11
DELL,P2426b,P2426,,24.1,1920,1200,IPS LCD,12.8,0.2,0.1,300,,2025-10-22
DELL,P2426Eb,P2426E,,24.1,1920,1200,IPS LCD,14.6,0.7,0.1,300,,2025-10-22
DELL,P2426Hb,P2426H,,23.8,1920,1080,IPS LCD,10.2,0.2,0.1,300,,2025-10-22
DELL,P2426HEb,P2426HE,,23.8,1920,1080,IPS LCD,12.3,0.7,0.1,300,,2025-10-22
DELL,P2426HEBt,P2426HEB,P2426HEV|P2426HEVt,23.8,1920,1080,IPS LCD,14.36,0.41,0.19,300,,2025-10-27
DELL,P2426HEt,P2426HE,,23.8,1920,1080,IPS LCD,13.1,0.5,0.18,300,,2025-11-06
DELL,P2426Ht,P2426H,,23.8,1920,1080,IPS LCD,10.03,0.19,0.08,300,,2025-11-06
DELL,P2724DEBt,P2724DEB,,27,2560,1440,IPS LCD,20.45,0.97,0.22,350,,2022-09-07
DELL,P2725DEf,P2725DE,,27,2560,1440,IPS LCD,19.7,0.49,0.18,350,,2025-03-13
DELL,P2725Df,P2725D,,27,2560,1440,IPS LCD,18.1,0.18,0.11,350,,2025-03-13
DELL,P2725Hb,P2725H,,27,1920,1080,IPS LCD,12.7,0.1,0.1,300,,2025-03-20
DELL,P2725HEt,P2725HE,,27,1920,1080,IPS LCD,16.5,0.6,0.2,300,,2023-11-16
DELL,P2725Ht,P2725H,,27,1920,1080,IPS LCD,12.8,0.2,0.1,300,,2023-11-16
DELL,P2725QEf,P2725QE,,27,3840,2160,IPS LCD,25.58,0.57,0.18,350,,2024-10-21
DELL,P2726DEBt,P2726DEB,P2726DEV,27,2560,1440,IPS LCD,18.94,0.36,0.18,350,,2025-09-03
DELL,P2726HEf,P2726HE,,27,1920,1080,IPS LCD,15.94,0.7,0.3,300,,2025-11-19
DELL,P2726HEt,P2726HE,,27,1920,1080,IPS LCD,14.57,0.5,0.17,300,,2025-11-07
DELL,P2726Hf,P2726H,,27,1920,1080,IPS LCD,14.19,0.3,0.3,300,,2025-11-19
DELL,P2726Ht,P2726H,,27,1920,1080,IPS LCD,11.43,0.19,0.08,300,,2025-11-07
DELL,P3223DEt,P3223DE,,31.5,2560,1440,IPS LCD,23.23,0.58,0.23,350,,2021-10-08
DELL,P3223QEt,P3223QE,,31.5,3840,2160,IPS LCD,23.85,0.47,0.19,350,,2021-12-13
DELL,P3225DEt,P3225DE,,31.5,2560,1440,IPS LCD,20.7,0.48,0.19,350,,2024-09-26
DELL,P3225QEt,P3225QE,,31.5,3840,2160,IPS LCD,25.1,0.65,0.21,350,,2024-09-26
DELL,P3424WEb,P3424WE,,34.1,3440,1440,IPS LCD,27.17,0.53,0.22,300,,2024-02-29
DELL,P3424WEBt,P3424WEB,,34,3440,1440,IPS LCD,28,1.38,0.26,300,,2022-09-07
DELL,P3425WEb,P3425WE,,34.1,3440,1440,IPS LCD,27.4,0.6,0.2,350,,2025-03-20
DELL,P3426WEBt,P3426WEB,P3426WEV,34.1,3440,1440,IPS LCD,29.84,0.4,0.23,350,,2025-09-03
DELL,P4326QEBt,P4326QEB,,42.5,3840,2160,IPS LCD,32.22,1.16,0.21,350,,2026-03-25
DELL,S2319HSt,S2319HS,,23,1920,1080,PLS LCD,11.29,0.14,0.13,250,,2019-08-14
DELL,S2425HSMt,S2425HSM,,23.8,1920,1080,IPS LCD,11.21,0.13,0.09,250,,2025-06-24
DELL,S2425HSMt,S2425HSM,,23.8,1920,1080,IPS LCD,11.21,0.13,0.09,250,,2025-10-27
DELL,S2425Ht,S2425H,S2425HS,23.8,1920,1080,IPS LCD,12.91,0.14,0.11,300,,2023-10-23
DELL,S2719HSt,S2719HS,,27,1920,1080,IPS LCD,12.8,0.17,0.11,300,,2019-08-14
DELL,S2725DCf,S2725DC,,27,2560,1440,IPS LCD,18.5,0.28,0.16,350,,2025-06-23
DELL,S2725DSc,S2725DS,,27,2560,1440,IPS LCD,19.2,0.3,0.3,350,,2023-10-16
DELL,S2725DSMc,S2725DSM,,27,2560,1440,IPS LCD,19.41,0.25,0.22,350,,2025-06-26
DELL,S2725HSMt,S2725HSM,,27,1920,1080,IPS LCD,12.77,0.16,0.09,250,,2025-06-24
DELL,S2725Ht,S2725H,S2725HS,27,1920,1080,IPS LCD,14.89,0.13,0.12,300,,2023-10-23
DELL,S2725QCb,S2725QC,,27,3840,2160,IPS LCD,21,0.2,0.2,350,,2024-09-25
DELL,S2725QSb,S2725QS,,27,3840,2160,IPS LCD,21,0.1,0.1,350,,2024-09-25
DELL,S3225QCc,S3225QC,,31.6,3840,2160,OLED,37.48,0.49,0.29,250,DisplayHDR 400,2025-02-13
DELL,S3225QSc,S3225QS,,31.5,3840,2160,IPS LCD,31,0.3,0.26,300,,2024-10-18
DELL,S3425DWc,S3425DW,,34,3440,1440,TFT LCD,33,0.2,0.2,300,,2024-11-07
DELL,SE2225Hf,SE2225H,,21.5,1920,1080,VA LCD,11.79,0.14,0.1,250,,2024-04-16
DELL,SE2225HM,SE2225HMo,SE2226HXo|SE2226HX,21.5,1920,1080,IPS LCD,10.31,0.08,0.07,250,,2025-12-22
DELL,SE2225HMf,SE2225HM,,21.5,1920,1080,VA LCD,8.5,0.11,0.09,250,,2026-01-07
DELL,SE2425Hf,SE2425H,,23.8,1920,1080,VA LCD,14.01,0.19,0.17,250,,2024-04-16
DELL,SE2425HMf,SE2425HM,,23.8,1920,1080,IPS LCD,12.11,0.3,0.3,250,,2024-11-18
DELL,SE2426H,SE2426Ho,,23.8,1920,1080,IPS LCD,11.32,0.15,0.12,300,,2025-09-11
DELL,SE2426HSf,SE2426HS,,23.8,1920,1080,IPS LCD,12.82,0.3,0.3,300,,2025-12-30
DELL,SE2426HSRf,SE2426HSR,,23.8,1920,1080,IPS LCD,12.82,0.3,0.3,300,,2026-03-20
DELL,SE2725HMc,SE2725HM,,27,1920,1080,IPS LCD,16.12,0.27,0.19,300,,2024-11-07
DELL,SE2726Hc,SE2726H,,27,1920,1080,IPS LCD,13.09,0.29,0.29,300,,2025-09-09
DELL,U2424Hb,U2424H,,23.8,1920,1080,IPS LCD,11.05,0.29,0.14,250,,2023-06-02
DELL,U2424HEb,U2424HE,,24,1920,1080,IPS LCD,13,0.8,0.2,250,,2023-06-13
DELL,U2424Ht,U2424H,,23.8,1920,1080,IPS LCD,11.09,0.3,0.09,250,,2023-06-09
DELL,U2719Dt,U2719D,U2719DS|U2719DX|U2719DSt,27,2560,1440,PLS LCD,18.4,0.34,0.16,350,,2019-08-19
DELL,U2721DEt,U2721DE,,27,2560,1440,IPS LCD,19.24,0.63,0.19,350,,2019-12-18
DELL,U2723QEt,U2723QE,U2723QX,27,3840,2160,IPS LCD,28.32,0.74,0.3,400,,2021-07-14
DELL,U2724Db,U2724D,,27,2560,1440,IPS LCD,17,0.3,0.2,350,,2023-06-13
DELL,U2724DEt,U2724DE,U2726DER|U2726DERt,27,2560,1440,IPS LCD,18.23,1.11,0.22,350,,2026-04-30
DELL,U2724Dt,U2724D,,27,2560,1440,IPS LCD,16.95,0.26,0.13,350,,2023-06-09
DELL,U2725QEt,U2725QE,,27,3840,2160,IPS LCD,25.1,1.34,0.23,350,,2024-10-17
DELL,U3223QEt,U3223QE,,31.5,3840,2160,IPS LCD,29.61,0.5,0.21,400,,2021-07-09
DELL,U3224KBt,U3224KB,,31.5,6144,3456,IPS LCD,53.96,3.1,0.27,450,DisplayHDR 600,2022-11-28
DELL,U3225QEt,U3225QE,,31.5,3840,2160,IPS LCD,30.37,1.28,0.25,350,,2024-10-17
DELL,U3226Qb,U3226Q,,31.5,3840,2160,OLED,30.2,1.8,0.3,300,,2025-07-30
DELL,U3226QERt,U3226QER,,31.5,3840,2160,IPS LCD,30.37,1.28,0.25,350,,2026-05-08
DELL,U3425WEb,U3425WE,U3426WERb|U3426WER,34.1,3440,1440,IPS LCD,29.2,1.6,0.14,300,,2023-08-16
DELL,U3824DWb,U3824DW,,37.5,3840,1600,IPS LCD,31.34,0.68,0.2,300,,2022-06-23
DELL,U4025QWt,U4025QW,,39.7,5120,2160,IPS LCD,44.72,2.67,0.18,450,DisplayHDR 600,2023-09-27
DELL,U4323QEt,U4323QE,,42.5,3840,2160,IPS LCD,37.25,0.68,0.23,300,,2022-01-19
DELL,U4924DWb,U4924DW,,49,5120,1440,IPS LCD,47.66,0.87,0.22,350,,2022-07-05
DELL,U5226KWt,U5226KW,,51.5,6144,2560,IPS LCD,51.18,1.51,0.23,400,,2025-07-08
DELL,UP3218Kt,UP3218K,UP3218KA,31.5,7680,4320,IPS LCD,70.46,0.24,0.17,400,,2019-07-15
EIZO,FlexScan EV2216W,FlexScan EV2216W,,22,1680,1050,TN LCD,12.5,0.74,0.12,250,,2016-06-28
EIZO,FlexScan EV2316W,FlexScan EV2316W,,23,1920,1080,TN LCD,13.52,0.21,0.12,284.7,,2016-06-23
EIZO,FlexScan EV2360,FlexScan EV2360,,22.5,1920,1200,IPS LCD,11.21,0.54,0.25,250,,2019-11-14
EIZO,FlexScan EV2400R,FlexScan EV2400R,,23.8,1920,1080,IPS LCD,6.83,0.16,0.1,350,,2025-10-01
EIZO,FlexScan EV2410R,FlexScan EV2410R,,24.1,1920,1200,IPS LCD,7.73,0.22,0.17,350,,2025-01-31
EIZO,FlexScan EV2430,FlexScan EV2430,,24.1,1920,1200,IPS LCD,11.94,0.21,0.13,398.7,,2018-06-19
EIZO,FlexScan EV2450,FlexScan EV2450,,23.8,1920,1080,IPS LCD,11.69,0.15,0.12,250,,2016-06-23
EIZO,FlexScan EV2451,FlexScan EV2451,,23.8,1920,1080,IPS LCD,14.86,0.24,0.01,250,,2016-10-19
EIZO,FlexScan EV2456,FlexScan EV2456,,24.1,1920,1200,IPS LCD,14.72,0.24,0.01,350,,2016-10-19
EIZO,FlexScan EV2457,FlexScan EV2457,,24.1,1920,1200,IPS LCD,12.98,0.31,0.3,350,,2019-01-23
EIZO,FlexScan EV2460,FlexScan EV2460,,23.8,1920,1080,IPS LCD,10.89,0.28,0.27,250,,2019-10-11
EIZO,FlexScan EV2480,FlexScan EV2480,,23.8,1920,1080,IPS LCD,11.34,0.4,0.25,250,,2020-12-01
EIZO,FlexScan EV2485,FlexScan EV2485,,24.1,1920,1200,IPS LCD,10.89,0.41,0.26,350,,2021-05-24
EIZO,FlexScan EV2490,FlexScan EV2490,,23.8,1920,1080,IPS LCD,9.68,0.35,0.25,250,,2021-10-15
EIZO,FlexScan EV2495,FlexScan EV2495,,24.1,1920,1200,IPS LCD,11.71,0.45,0.26,350,,2020-06-22
EIZO,FlexScan EV2720S,FlexScan EV2720S,,27,2560,1440,IPS LCD,12.97,0.38,0.22,350,,2025-01-30
EIZO,FlexScan EV2740S,FlexScan EV2740S,,27,3840,2160,IPS LCD,11.65,0.27,0.18,350,,2025-06-02
EIZO,FlexScan EV2740X,FlexScan EV2740X,,27,3840,2160,IPS LCD,17,4.9,0.22,350,,2023-01-31
EIZO,FlexScan EV2760,FlexScan EV2760,,27,2560,1440,IPS LCD,16.19,0.37,0.33,350,,2019-12-03
EIZO,FlexScan EV2781,FlexScan EV2781,,27,2560,1440,IPS LCD,15.49,1.19,0.23,350,,2022-02-18
EIZO,FlexScan EV2785,FlexScan EV2785,,27,3840,2160,IPS LCD,27.05,0.23,0.33,350,,2017-10-20
EIZO,FlexScan EV2795,FlexScan EV2795,,27,2560,1440,IPS LCD,15.1,0.46,0.28,350,,2020-07-08
EIZO,FlexScan EV3240X,FlexScan EV3240X,,32,3840,2160,IPS LCD,19,5,0.21,350,,2023-02-21
EIZO,FlexScan EV3285,FlexScan EV3285,,31.5,3840,2160,IPS LCD,34.67,0.7,0.32,350,,2018-07-18
EIZO,FlexScan EV3450XC,FlexScan EV3450XC,,34.1,3440,1440,IPS LCD,24.42,0.45,0.26,300,,2024-04-29
EIZO,FlexScan EV3451X,FlexScan EV3451X,,34.1,3440,1440,IPS LCD,15.6,0.6,0.13,350,,2026-04-30
EIZO,FlexScan EV3851X,FlexScan EV3851X,,37.5,3840,1600,IPS LCD,22.76,0.48,0.13,300,,2026-01-23
EIZO,FlexScan EV3895,FlexScan EV3895,,37.5,3840,1600,IPS LCD,27.73,0.55,0.34,300,,2020-09-10
EIZO,FlexScan EV4340X,FlexScan EV4340X,,42.5,3840,2160,IPS LCD,33.54,0.41,0.25,350,,2024-04-18
EIZO,FlexScan FLT,FlexScan FLT,,23.8,1920,1080,IPS LCD,4.25,0.28,0.19,250,,2024-10-11
EIZO,FlexScan S1734,FlexScan S1734,,17,1280,1024,IPS LCD,5.51,0.14,0.14,293,,2025-08-29
EIZO,FlexScan S1934,FlexScan S1934,,18.9,1280,1024,IPS LCD,9.88,0.11,0.1,250,,2016-06-28
EIZO,FlexScan S2133,FlexScan S2133,,21.3,1600,1200,IPS LCD,12.92,0.13,0.06,420,,2016-06-28
EIZO,FlexScan S2134,FlexScan S2134,,21,1600,1200,IPS LCD,10,0.22,0.2,500,,2023-04-19
ELO,ET1304L,ET1304L,,13.3,1920,1080,IPS LCD,4.49,0.82,0.17,300,,2024-11-28
ELO,ET1304LS,ET1304LS,,13.3,1920,1080,IPS LCD,4.62,0.78,0.1,300,,2024-03-26
ELO,ET1304LSN,ET1304LSN,,13.3,1920,1080,IPS LCD,3.87,0.16,0.11,300,,2026-06-22
ELO,ET1502L,ET1502L,,15.6,768,1366,TFT,7.27,0.77,0.1,220,,2022-05-20
ELO,ET1504L,ET1504L,,15.5,1920,1080,IPS LCD,6.44,0.81,0.16,450,,2024-11-28
ELO,ET1504LS,ET1504LS,,15.5,1920,1080,IPS LCD,5.56,0.34,0.13,350,,2026-06-18
ELO,ET1509L,ET1509L,,15.6,1366,768,TN LCD,6.46,0.82,0.09,0,,2023-07-31
ELO,ET1510L,ET1510L,,15.6,1920,1080,IPS LCD,5.58,0.26,0.23,250,,2025-07-17
ELO,ET1564L,ET1564L,,15.6,1920,1080,IPS LCD,8.83,0.48,0.21,450,,2024-06-28
ELO,ET2270L,ET2270L,,21.5,1920,1080,IPS LCD,12.76,0.47,0.12,250,,2022-08-11
ELO,ET2410L,ET2410L,,23.8,1920,1080,VA LCD,10.8,0.21,0.16,250,,2025-05-09
ELO,ET2470L,ET2470L,,23.8,1920,1080,IPS LCD,14.53,0.44,0.13,250,,2022-08-11
ELO,ET2770L,ET2770L,,27,1920,1080,IPS LCD,15.91,0.49,0.09,300,,2023-03-07
ghia,MG2223,MG2223,MG22**,21.5,1920,1080,TN LCD,12.39,0.09,0.08,300,,2023-12-27
ghia,MG2423,MG2423,MG24**,23.8,1920,1080,TN LCD,12.07,0.23,0.22,250,,2023-12-28
HAILAN,SD40IF-V,SD40IF-V,,23.8,1920,1080,IPS LCD,13.24,0.11,0.09,160,,2024-06-27
Hamlet,HM24JF-VDR,HM24JF-VDR,HM24JF-V,23.8,1920,1080,TFT LED,13.14,0.21,0.18,218.4,,2025-02-21
Hamlet,HM27JF-VDR,HM27JF-VDR,HM27JF-V,27,1920,1080,TFT LED,15,0.2,0.18,283.6,,2025-02-24
Hisense,32DM66GE,32DM66GE,32DM********|32DM66G|32DP********|32GM********,31.5,1920,1080,IPS LCD,20.76,0.46,0,400,,2026-04-02
HKC,MB24N3F,MB24N3F,B2411F|B2412F|B24******|MB24********,23.8,1920,1080,IPS LCD,12.29,0.13,0.11,300,,2025-08-22
HKC,MB24N3Q,MB24N3Q,B2421F|B2422F|B24******|MB24********,23.8,2560,1440,IPS LCD,17.06,0.37,0.28,350,,2025-08-22
HKC,MB27N3F,MB27N3F,B2711F|B27*******|MB27*****|MB27N3FH1,27,1920,1080,IPS LCD,14.22,0.17,0.16,300,,2025-08-28
HKC,MB27N3Q,MB27N3Q,B2721F|B2722F|B27******|MB27**********,27,2560,1440,IPS LCD,16.88,0.29,0.2,350,,2025-08-21
HKC,MB27N3U,MB27N3U,B2741A|MB27*****|B27*******|MB27N3UH1,27,3840,2160,IPS LCD,23.81,0.3,0.22,350,,2025-08-21
HP,322pb,HP 322pb Monitor,,21.5,1920,1080,VA LCD,13.32,0.14,0.11,250,,2026-01-13
HP,327pb,HP 327pb Monitor,,27,1920,1080,IPS LCD,16.42,0.15,0.1,248,,2026-01-21
HP,327pe,HP 327pe,327se,27,1920,1080,IPS LCD,12.82,0.16,0.15,250,,2025-01-15
HP,327qh G2,327qh G2,HSD-0207-Q,27,2560,1440,IPS LCD,16.3,0.24,0.12,300,,2026-05-26
HP,334wp G2,334wp G2,HSD-0208-Q,34,3440,1440,IPS LCD,25.8,0.45,0.2,300,,2026-05-27
HP,514pn,HSD-0195-Q,,14,2560,1600,IPS LCD,5.17,0.41,0.27,400,,2025-05-27
HP,524pf,HP 524pf,HSD-0178-Q,23.8,1920,1080,IPS LCD,11.5,0.18,0.09,350,,2024-03-13
HP,527pq,HP 527pq,HSD-0179-Q,27,2560,1440,IPS LCD,16.5,0.2,0.12,350,,2024-03-13
HP,BCLAA-1803,BCLAA-1803,,16,1366,768,TN LCD,5.17,0.16,0.15,220,,2023-03-27
HP,E22 G5,HP E22 G5,HSD-0146-Q,21.5,1920,1080,IPS LCD,11.57,0.26,0.07,250,,2023-03-23
HP,E24 G4,HP E24 G4 FHD Monitor,,23.8,1920,1080,IPS LCD,11.64,0.2,0.17,250,,2020-01-17
HP,E24 G5,HP E24 G5 FHD Monitor,,23.8,1920,1080,IPS LCD,12.29,0.3,0.1,250,,2022-08-30
HP,E24 G5,HP E24 G5,HSD-0147-Q,23.8,1920,1080,IPS LCD,11.12,0.26,0.07,250,,2023-03-22
HP,E24i G4,HP E24i G4,HSD-0056-Q,24.1,1920,1200,IPS LCD,11.5,0.2,0.1,250,,2020-06-14
HP,E24m G4,HP E24m G4 FHD USB-C Conferencing Monitor,,23.8,1920,1080,IPS LCD,15.9,0.43,0.27,300,,2021-09-06
HP,E24mv G4,HP E24mv G4,,23.8,1920,1080,TFT LCD,13.45,0.44,0.14,250,,2021-03-22
HP,E24t G5,HP E24t G5 FHD Touch Monitor,,23.8,1920,1080,IPS LCD,16.33,0.25,0.17,300,,2022-09-27
HP,E24u G5,HP E24u G5 FHD USB-C Monitor,,23.8,1920,1080,IPS LCD,14.17,0.39,0.34,250,,2022-11-02
HP,E27 G5,HP E27 G5 FHD Monitor,,27,1920,1080,IPS LCD,15.4,0.27,0.2,300,,2022-09-27
HP,E27k G5,HP E27k G5,HSD-0143-Q,27,3840,2160,IPS LCD,22.8,0.46,0.22,350,,2022-09-14
HP,E27m G4,HP E27m G4 QHD USB-C Conferencing Monitor,,27,2560,1440,IPS LCD,21.7,0.41,0.38,300,,2021-09-06
HP,E27u G5,HP E27u G5 QHD USB-C Monitor,,27,2560,1440,IPS LCD,20.49,0.32,0.28,350,,2022-11-02
HP,E32k G5,HP E32k G5,HSD-0145-Q,31.5,3840,2160,IPS LCD,26.6,0.41,0.21,350,,2022-12-15
HP,E34m G4,HP E34m G4 WQHD Curved USB-C Conferencing Monitor,,34,3440,1440,IPS LCD,31.04,0.26,0.25,400,,2021-09-06
HP,E45c G5,HP E45c G5 DQHD Curved Monitor,,44.5,5120,1440,VA LCD,43.6,0.43,0.27,400,,2022-11-11
HP,Engage 14,Engage 14,HSD-0085-Q,14,1920,1080,IPS LCD,5.76,0.19,0.09,400,,2020-11-20
HP,Engage 14t,Engage 14t,HSD-0085-Q,14,1920,1080,IPS LCD,6.29,0.19,0.09,400,,2020-11-20
HP,Engage 15t,HP Engage 15t XGA No Stand Monitor,,15,1024,768,TFT LCD,6.26,0.39,0.29,300,,2022-07-04
HP,Engage 16t MSR,HSD-0087-Q,,15.5,1920,1080,AHVA,8.6,0.22,0.13,400,,2021-03-19
HP,HP 322pe,HP 322pe,HSD-0185-V,21.5,1920,1080,TN LCD,11.87,0.12,0.11,250,,2024-08-27
HP,HP 324pb,324pb,,23.8,1920,1080,IPS LCD,12.32,0.11,0.1,250,,2024-11-01
HP,HP 324pe,HP Series 3 Pro 324pe,HSD-0188-W,23.8,1920,1080,IPS LCD,13.14,0.14,0.13,250,,2025-07-08
HP,HP 324ph,HP Series 3 Pro 23.8 inch FHD Monitor – 324ph,,23.8,1920,1080,IPS LCD,13.9,0.16,0.1,250,,2025-02-11
HP,HP 327pf,HP Series 3 Pro 27 inch FHD Monitor - 327pf,,27,1920,1080,HFS LCD,15.3,0.13,0.1,300,,2024-12-24
HP,HP 327ph,HP Series 3 Pro 27 inch FHD Monitor – 327ph,,27,1920,1080,IPS LCD,15.3,0.15,0.1,300,,2025-02-11
HP,HP 524pf,HP Series 5 Pro 524pf,HSD-0178-W,23.8,1920,1080,IPS LCD,10.7,0.14,0.09,350,,2024-04-01
HP,HP 524pm,HP Series 5 Pro 23.8 inch FHD USB-C Conferencing Monitor - 524pm,,23.8,1920,1080,IPS LCD,14.88,0.4,0.26,350,,2024-06-20
HP,HP 524pn,HP Series 5 Pro 524pn,HSD-0177-W,24,1920,1200,IPS LCD,10.8,0.14,0.1,350,,2024-04-01
HP,HP 524pu,HP Series 5 Pro 23.8 inch FHD USB-C Monitor- 524pu,,23.8,1920,1080,IPS LCD,14.5,0.3,0.18,350,,2024-06-20
HP,HP 524sf Monitor,HP 524sf Monitor,524da|524sa|524sh|524sw|524sf,23.8,1920,1080,IPS LCD,12.88,0.12,0.08,305.1,,2023-10-30
HP,HP 527fd G2,HP Series 5 Pro 27 inch FHD USB-C Docking Monitor-527fd G2,,27,1920,1080,IPS LCD,17.1,0.3,0.2,350,,2026-04-15
HP,HP 527pf,HP Series 5 Pro 527pf,HSD-0190-W,27,1920,1080,IPS LCD,12.37,0.18,0.15,350,,2025-02-11
HP,HP 527pm,HP Series 5 Pro 27 inch QHD USB-C Conferencing Monitor - 527pm,,27,2560,1440,IPS LCD,20.54,0.23,0.13,350,,2024-06-20
HP,HP 527pu,HP Series 5 Pro 27 inch QHD USB-C Monitor - 527pu,,27,2560,1440,IPS LCD,20,0.2,0.17,350,,2024-06-20
HP,HP 527sf Monitor,HP 527sf Monitor,527da|527sa|527sh|527sw|527sf,27,1920,1080,IPS LCD,12.94,0.11,0.08,335.8,,2023-10-30
HP,HP 532sf Monitor,HP 532sf Monitor,532sf|532sw,31.5,1920,1080,VA LCD,17.21,0.12,0.09,347.1,,2023-11-17
HP,HP 534pm,HP Series 5 Pro 34 inch WQHD USB-C Conferencing Monitor - 534pm,,34,3440,1440,VA LCD,34,0.46,0.17,400,,2024-06-20
HP,HP 549pm,HP Series 5 Pro 49 inch DQHD Conferencing Monitor - 549pm,,49,5120,1440,VA LCD,47,0.41,0.31,400,,2025-07-31
